unique id,university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
4194,Erasmus University Rotterdam ,2021,197,43.1,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11,5932,L,2699
4195,"The University of Newcastle, Australia (UON)",2021,197,43.1,https://www.topuniversities.com/universities/university-newcastle-australia-uon,Australia,Callaghan,Oceania,https://www.topuniversities.com/sites/default/files/the-university-of-newcastle-australia-uon_449_small.jpg,Public,Very High,11,1747,L,1135
4196,University of Twente,2021,197,43.1,https://www.topuniversities.com/universities/university-twente,Netherlands,Enschede,Europe,https://www.topuniversities.com/sites/default/files/university-of-twente_635_small.jpg,Public,Very High,10,3872,L,1177
4197,Universidad Autónoma de Madrid,2021,200,42.8,https://www.topuniversities.com/universities/universidad-autonoma-de-madrid,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-madrid_379_small.jpg,Public,Very High,10,2470,L,2869
4198,Vrije Universiteit Brussel (VUB),2021,200,42.8,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub,Belgium,Brussels,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,Public,Very High,7,2994,L,1815
4199,University of Gothenburg,2021,202,42.7,https://www.topuniversities.com/universities/university-gothenburg,Sweden,Gothenburg,Europe,https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg,Public,Very High,8,5652,L,2680
4200,Dartmouth College,2021,203,42.6,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8,997,M,836
4201,Western University,2021,203,42.6,https://www.topuniversities.com/universities/western-university,Canada,London,North America,https://www.topuniversities.com/sites/default/files/the-university-of-western-ontario_674_small.jpg,Public,Very High,22,6314,L,1311
4202,University of Reading,2021,205,42.3,https://www.topuniversities.com/universities/university-reading,United Kingdom,Reading,Europe,https://www.topuniversities.com/sites/default/files/university-of-reading_517_small.jpg,Public,Very High,12,5007,L,1325
4203,Complutense University of Madrid,2021,206,41.9,https://www.topuniversities.com/universities/complutense-university-madrid,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_small.jpg,Public,Very High,13,7295,XL,4778
4204,University of Aberdeen,2021,207,41.8,https://www.topuniversities.com/universities/university-aberdeen,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,Public,Very High,11,5544,L,1175
4205,Chulalongkorn University,2021,208,41.6,https://www.topuniversities.com/universities/chulalongkorn-university,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/chulalongkorn-university_592560cf2aeae70239af4b01_small.jpg,Public,High,10,985,XL,3354
4206,Queen's University Belfast,2021,209,41.5,https://www.topuniversities.com/universities/queens-university-belfast,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small.jpg,Public,Very High,10,7397,L,1951
4207,"University of California, Irvine",2021,210,41.4,https://www.topuniversities.com/universities/university-california-irvine,United States,Irvine,North America,https://www.topuniversities.com/sites/default/files/university-of-california-irvine_86_small.jpg,Public,Very High,13,9323,XL,2775
4208,Khalifa University,2021,211,41.2,https://www.topuniversities.com/universities/khalifa-university,United Arab Emirates,Abu Dhabi,Asia,https://www.topuniversities.com/sites/default/files/khalifa-university-of-science-and-technology_592560e19988f300e2320ee2_small.jpg,Public,Very High,6,652,S,498
4209,University of Notre Dame,2021,211,41.2,https://www.topuniversities.com/universities/university-notre-dame,United States,Notre Dame,North America,https://www.topuniversities.com/sites/default/files/university-of-notre-dame_458_small.jpg,Private,Very High,8,1484,L,1545
4210,Universitat Autònoma de Barcelona,2021,213,40.9,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg,Public,Very High,15,4069,XL,2132
4211,Macquarie University,2021,214,40.8,https://www.topuniversities.com/universities/macquarie-university,Australia,Sydney,Oceania,https://www.topuniversities.com/sites/default/files/macquarie-university_378_small.jpg,Public,Very High,14,8621,L,1766
4212,Radboud University ,2021,214,40.8,https://www.topuniversities.com/universities/radboud-university,Netherlands,Nijmegen,Europe,https://www.topuniversities.com/sites/default/files/radboud-university_452_small.jpg,Public,Very High,11,2781,L,2074
4213,Università di Padova,2021,216,40.6,https://www.topuniversities.com/universities/universita-di-padova,Italy,Padua,Europe,https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small.jpg,Public,Very high,17,2654,XL,2806
4214,Curtin University,2021,217,40.5,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14,4565,L,1698
4215,Queensland University of Technology (QUT),2021,217,40.5,https://www.topuniversities.com/universities/queensland-university-technology-qut,Australia,Brisbane,Oceania,https://www.topuniversities.com/sites/default/files/queensland-university-of-technology-qut_592560cf2aeae70239af4c88_small.jpg,Public,Very High,17,6403,XL,2028
4216,University of Virginia,2021,217,40.5,https://www.topuniversities.com/universities/university-virginia,United States,Charlottesville,North America,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg,Public,Very High,8,2201,L,2731
4217,American University of Beirut (AUB),2021,220,40.4,https://www.topuniversities.com/universities/american-university-beirut-aub,Lebanon,Beirut ,Asia,https://www.topuniversities.com/sites/default/files/american-university-of-beirut-aub_780_small.jpg,Private,Very High,8,1724,M,964
4218,Arizona State University,2021,220,40.4,https://www.topuniversities.com/universities/arizona-state-university,United States,Phoenix,North America,https://www.topuniversities.com/sites/default/files/arizona-state-university_592560cf2aeae70239af4a9c_small.jpg,Public,Very High,17,8430,XL,2869
4219,University of Cape Town,2021,220,40.4,https://www.topuniversities.com/universities/university-cape-town,South Africa,Cape Town,Africa,https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg,Public,Very High,14,3204,L,1503
4220,RMIT University,2021,223,40,https://www.topuniversities.com/universities/rmit-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/rmit-university_592560cf2aeae70239af4c95_small.jpg,Public,Very High,18,11743,XL,1859
4221,Victoria University of Wellington,2021,223,40,https://www.topuniversities.com/universities/victoria-university-wellington,New Zealand,"Kelburn, Wellington",Oceania,https://www.topuniversities.com/sites/default/files/victoria-university-of-wellington_592560cf2aeae70239af4d0f_small.jpg,Public,Very High,16,3668,L,1124
4222,Saint Petersburg State University,2021,225,39.9,https://www.topuniversities.com/universities/saint-petersburg-state-university,Russia,Saint Petersburg,Europe,https://www.topuniversities.com/sites/default/files/saint-petersburg-state-university_592560cf2aeae70239af4cc0_small.jpg,Public,Very High,8,4982,L,3054
4223,Loughborough University,2021,226,39.7,https://www.topuniversities.com/universities/loughborough-university,United Kingdom,Loughborough,Europe,https://www.topuniversities.com/sites/default/files/loughborough-university_592560cf2aeae70239af4bf3_small.jpg,Public,Very High,12,4540,L,1445
4224,Universidad de los Andes,2021,227,39.6,https://www.topuniversities.com/universities/universidad-de-los-andes,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_small.jpg,Private,High,13,151,L,1223
4225,Novosibirsk State University,2021,228,39.4,https://www.topuniversities.com/universities/novosibirsk-state-university,Russia,Novosibirsk ,Europe,https://www.topuniversities.com/sites/default/files/novosibirsk-state-university_462_small.jpg,Public,Very High,6,1623,M,1218
4226,Universität Hamburg,2021,228,39.4,https://www.topuniversities.com/universities/universitat-hamburg,Germany,Hamburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-hamburg_592560cf2aeae70239af4b79_small.jpg,Public,Very High,14,3626,L,2032
4227,Georgetown University,2021,230,39.3,https://www.topuniversities.com/universities/georgetown-university,United States,Washington D.C.,North America,https://www.topuniversities.com/sites/default/files/georgetown-university_224_small.jpg,Private,Very High,8,3286,L,2009
4228,Tel Aviv University,2021,230,39.3,https://www.topuniversities.com/universities/tel-aviv-university,Israel,Tel Aviv,Asia,https://www.topuniversities.com/sites/default/files/tel-aviv-university_592560cf2aeae70239af4cde_small.jpg,Public,Very High,22,1294,L,1048
4229,University of Colorado Boulder,2021,230,39.3,https://www.topuniversities.com/universities/university-colorado-boulder,United States,Boulder,North America,https://www.topuniversities.com/sites/default/files/university-of-colorado-boulder_137_small.jpg,Public,Very High,11,2441,XL,2946
4230,Universidade Estadual de Campinas (Unicamp),2021,233,39.2,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Public,Very High,15,944,L,1875
4231,Maastricht University ,2021,234,38.9,https://www.topuniversities.com/universities/maastricht-university,Netherlands,Maastricht,Europe,https://www.topuniversities.com/sites/default/files/maastricht-university_377_small.jpg,Public,Very High,13,10425,L,1418
4232,National Cheng Kung University (NCKU),2021,234,38.9,https://www.topuniversities.com/universities/national-cheng-kung-university-ncku,Taiwan,Tainan City,Asia,https://www.topuniversities.com/sites/default/files/national-cheng-kung-university-ncku_435_small.jpg,Public,Very High,10,2656,L,2079
4233,Kyung Hee University,2021,236,38.8,https://www.topuniversities.com/universities/kyung-hee-university,South Korea,,Asia,https://www.topuniversities.com/sites/default/files/kyung-hee-university_592560cf2aeae70239af4bcd_small.jpg,Private,Very High,7,4715,L,3435
4234,Vrije Universiteit Amsterdam,2021,236,38.8,https://www.topuniversities.com/universities/vrije-universiteit-amsterdam,Netherlands,Amsterdam,Europe,https://www.topuniversities.com/sites/default/files/vrije-universiteit-amsterdam_658_small.jpg,Public,Very High,10,4059,L,2598
4235,National University of Ireland Galway,2021,238,38.3,https://www.topuniversities.com/universities/national-university-ireland-galway,Ireland,Galway,Europe,https://www.topuniversities.com/sites/default/files/national-university-of-ireland-galway_220_small.jpg,Public,High,8,3208,L,1835
4236,University of Antwerp,2021,238,38.3,https://www.topuniversities.com/universities/university-antwerp,Belgium,Antwerp,Europe,https://www.topuniversities.com/sites/default/files/university-of-antwerp_21_small.jpg,Public,Very High,9,2688,L,1704
4237,National Chiao Tung University,2021,240,38.2,https://www.topuniversities.com/universities/national-chiao-tung-university,Taiwan,Hsinchu City,Asia,https://www.topuniversities.com/sites/default/files/national-chiao-tung-university_437_small.jpg,Public,Very High,10,1420,M,1152
4238,Rheinische Friedrich-Wilhelms-Universität Bonn,2021,240,38.2,https://www.topuniversities.com/universities/rheinische-friedrich-wilhelms-universitat-bonn,Germany,Bonn,Europe,https://www.topuniversities.com/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_small.jpg,Public,Very High,5,3276,L,4207
4239,Ecole des Ponts ParisTech,2021,242,38.1,https://www.topuniversities.com/universities/ecole-des-ponts-paristech,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/ecole-des-ponts-paristech_187_small.jpg,Public,Very High,6,735,S,338
4240,Sciences Po ,2021,242,38.1,https://www.topuniversities.com/universities/sciences-po,France,Dijon,Europe,https://www.topuniversities.com/sites/default/files/sciences-po-_592560cf2aeae70239af4c64_small.jpg,Public,Very High,6,4841,M,1808
